	v1_a	v1_b	v2	v3	v4_l	v4_y	v4_u	v5_gg	v5_p	v5_g	v6_j	v6_ff	v6_aa	v6_e	v6_i	v6_x	v6_d	v6_c	v6_k	v6_cc	v6_r	v6_m	v6_q	v6_w	v7_n	v7_dd	v7_o	v7_z	v7_j	v7_ff	v7_bb	v7_h	v7_v	v8	v9_f	v9_t	v10_f	v10_t	v11	v12_t	v12_f	v13_p	v13_s	v13_g	v14	v15	desired1	desired2
107	0	1	24.58	12.5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0.875	0	1	1	0	0	1	0	0	0	1	260	0.0	1	0
108	1	0	33.75	0.75	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1.0	0	1	0	1	3	1	0	0	0	1	212	0.0	1	0
109	0	1	20.67	1.25	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1.375	0	1	0	1	3	1	0	0	0	1	140	210.0	1	0
110	1	0	25.42	1.125	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1.29	0	1	0	1	2	0	1	0	0	1	200	0.0	1	0
111	0	1	37.75	7.0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	11.5	0	1	0	1	7	1	0	0	0	1	300	5.0	1	0
112	0	1	52.5	6.5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6.29	0	1	0	1	15	0	1	0	0	1	0	11202.0	0	1
113	0	1	57.83	7.04	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	14.0	0	1	0	1	6	1	0	0	0	1	360	1332.0	0	1
114	1	0	20.75	10.335	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0.335	0	1	0	1	1	1	0	0	0	1	80	50.0	0	1
115	0	1	39.92	6.21	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0.04	0	1	0	1	1	0	1	0	0	1	200	300.0	0	1
116	0	1	25.67	12.5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1.21	0	1	0	1	67	1	0	0	0	1	140	258.0	0	1
117	1	0	24.75	12.5	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.5	0	1	0	1	12	1	0	0	0	1	120	567.0	0	1
118	1	0	44.17	6.665	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	7.375	0	1	0	1	3	1	0	0	0	1	0	0.0	0	1
119	1	0	23.5	9.0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	8.5	0	1	0	1	5	1	0	0	0	1	120	0.0	0	1
120	0	1	34.92	5.0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7.5	0	1	0	1	6	1	0	0	0	1	0	1000.0	0	1
121	0	1	47.67	2.5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2.5	0	1	0	1	12	1	0	0	0	1	410	2510.0	0	1
122	0	1	22.75	11.0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2.5	0	1	0	1	7	1	0	0	0	1	100	809.0	0	1
123	0	1	34.42	4.25	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3.25	0	1	0	1	2	0	1	0	0	1	274	610.0	0	1
124	1	0	28.42	3.5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0.835	0	1	1	0	0	0	1	0	1	0	280	0.0	0	1
125	0	1	67.75	5.5	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	13.0	0	1	0	1	1	1	0	0	0	1	0	0.0	0	1
126	0	1	20.42	1.835	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2.25	0	1	0	1	1	0	1	0	0	1	100	150.0	0	1
127	1	0	47.42	8.0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6.5	0	1	0	1	6	0	1	0	0	1	375	51100.0	0	1
128	0	1	36.25	5.0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2.5	0	1	0	1	6	0	1	0	0	1	0	367.0	0	1
129	0	1	32.67	5.5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	5.5	0	1	0	1	12	1	0	0	0	1	408	1000.0	0	1
130	0	1	48.58	6.5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	6.0	0	1	1	0	0	1	0	0	0	1	350	0.0	0	1
131	0	1	39.92	0.54	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.5	0	1	0	1	3	0	1	0	0	1	200	1000.0	0	1
132	0	1	33.58	2.75	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	4.25	0	1	0	1	6	0	1	0	0	1	204	0.0	0	1
133	1	0	18.83	9.5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1.625	0	1	0	1	6	1	0	0	0	1	40	600.0	0	1
134	1	0	26.92	13.5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	5.0	0	1	0	1	2	0	1	0	0	1	0	5000.0	0	1
135	1	0	31.25	3.75	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0.625	0	1	0	1	9	1	0	0	0	1	181	0.0	0	1
136	1	0	56.5	16.0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0	1	0	1	15	0	1	0	0	1	0	247.0	0	1
137	0	1	43.0	0.29	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1.75	0	1	0	1	8	0	1	0	0	1	100	375.0	0	1
138	0	1	22.33	11.0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2.0	0	1	0	1	1	0	1	0	0	1	80	278.0	0	1
139	0	1	27.25	1.665	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	5.085	0	1	0	1	9	0	1	0	0	1	399	827.0	0	1
140	0	1	32.83	2.5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2.75	0	1	0	1	6	0	1	0	0	1	160	2072.0	0	1
141	0	1	23.25	1.5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2.375	0	1	0	1	3	1	0	0	0	1	0	582.0	0	1
142	1	0	40.33	7.54	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	8.0	0	1	0	1	14	0	1	0	0	1	0	2300.0	0	1
143	1	0	30.5	6.5	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4.0	0	1	0	1	7	1	0	0	0	1	0	3065.0	0	1
144	1	0	52.83	15.0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5.5	0	1	0	1	14	0	1	0	0	1	0	2200.0	0	1
145	1	0	46.67	0.46	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0.415	0	1	0	1	11	1	0	0	0	1	440	6.0	0	1
146	1	0	58.33	10.0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	4.0	0	1	0	1	14	0	1	0	0	1	0	1602.0	0	1
147	0	1	37.33	6.5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	4.25	0	1	0	1	12	1	0	0	0	1	93	0.0	0	1
148	0	1	23.08	2.5	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.085	0	1	0	1	11	1	0	0	0	1	60	2184.0	0	1
149	0	1	32.75	1.5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	5.5	0	1	0	1	3	1	0	0	0	1	0	0.0	0	1
150	1	0	21.67	11.5	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0	1	0	1	11	1	0	0	0	1	0	0.0	0	1
151	1	0	28.5	3.04	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2.54	0	1	0	1	1	0	1	0	0	1	70	0.0	0	1
152	1	0	68.67	15.0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0	1	0	1	14	0	1	0	0	1	0	3376.0	0	1
153	0	1	28.0	2.0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4.165	0	1	0	1	2	1	0	0	0	1	181	0.0	0	1
154	0	1	34.08	0.08	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0.04	0	1	0	1	1	1	0	0	0	1	280	2000.0	0	1
155	0	1	27.67	2.0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1.0	0	1	0	1	4	0	1	0	0	1	140	7544.0	0	1
156	0	1	44.0	2.0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1.75	0	1	0	1	2	1	0	0	0	1	0	15.0	0	1
157	0	1	25.08	1.71	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.665	0	1	0	1	1	1	0	0	0	1	395	20.0	0	1
158	0	1	32.0	1.75	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.04	0	1	1	0	0	1	0	0	0	1	393	0.0	0	1
159	1	0	60.58	16.5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	11.0	0	1	1	0	0	1	0	0	0	1	21	10561.0	0	1
160	1	0	40.83	10.0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1.75	0	1	1	0	0	0	1	0	0	1	29	837.0	0	1
161	0	1	19.33	9.5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1.0	0	1	1	0	0	1	0	0	0	1	60	400.0	0	1
162	1	0	32.33	0.54	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.04	0	1	1	0	0	0	1	0	0	1	440	11177.0	0	1
163	0	1	36.67	3.25	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	9.0	0	1	1	0	0	1	0	0	0	1	102	639.0	0	1
164	0	1	37.5	1.125	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.5	1	0	1	0	0	1	0	0	0	1	431	0.0	0	1
165	1	0	25.08	2.54	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.25	0	1	1	0	0	1	0	0	0	1	370	0.0	0	1
166	0	1	41.33	0.0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	15.0	0	1	1	0	0	0	1	0	0	1	0	0.0	0	1
167	0	1	56.0	12.5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8.0	0	1	1	0	0	1	0	0	0	1	24	2028.0	0	1
168	1	0	49.83	13.585	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8.5	0	1	1	0	0	1	0	0	0	1	0	0.0	0	1
169	0	1	22.67	10.5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1.335	0	1	1	0	0	0	1	0	0	1	100	0.0	0	1
170	0	1	27.0	1.5	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0.375	0	1	1	0	0	1	0	0	0	1	260	1065.0	0	1
171	0	1	25.0	12.5	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3.0	0	1	1	0	0	1	0	0	1	0	20	0.0	0	1
172	1	0	26.08	8.665	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.415	0	1	1	0	0	0	1	0	0	1	160	150.0	0	1
173	1	0	18.42	9.25	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1.21	0	1	0	1	4	0	1	0	0	1	60	540.0	0	1
174	0	1	20.17	8.17	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.96	0	1	0	1	14	0	1	0	0	1	60	158.0	0	1
175	0	1	47.67	0.29	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	15.0	0	1	0	1	20	0	1	0	0	1	0	15000.0	0	1
176	1	0	21.25	2.335	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.5	0	1	0	1	4	0	1	0	1	0	80	0.0	0	1
177	1	0	20.67	3.0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0.165	0	1	0	1	3	0	1	0	0	1	100	6.0	0	1
178	1	0	57.08	19.5	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5.5	0	1	0	1	7	0	1	0	0	1	0	3000.0	0	1
179	1	0	22.42	5.665	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2.585	0	1	0	1	7	0	1	0	0	1	129	3257.0	0	1
180	0	1	48.75	8.5	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12.5	0	1	0	1	9	0	1	0	0	1	181	1655.0	0	1
181	0	1	40.0	6.5	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3.5	0	1	0	1	1	0	1	0	0	1	0	500.0	0	1
182	0	1	40.58	5.0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5.0	0	1	0	1	7	0	1	0	0	1	0	3065.0	0	1
183	1	0	28.67	1.04	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2.5	0	1	0	1	5	1	0	0	0	1	300	1430.0	0	1
184	1	0	33.08	4.625	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1.625	0	1	0	1	2	0	1	0	0	1	0	0.0	0	1
185	0	1	21.33	10.5	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3.0	0	1	1	0	0	1	0	0	0	1	0	0.0	0	1
186	0	1	42.0	0.205	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5.125	0	1	1	0	0	0	1	0	0	1	400	0.0	0	1
187	0	1	41.75	0.96	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2.5	0	1	1	0	0	0	1	0	0	1	510	600.0	0	1
188	0	1	22.67	1.585	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3.085	0	1	0	1	6	0	1	0	0	1	80	0.0	0	1
189	0	1	34.5	4.04	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8.5	0	1	0	1	7	1	0	0	0	1	195	0.0	0	1
190	0	1	28.25	5.04	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1.5	0	1	0	1	8	1	0	0	0	1	144	7.0	0	1
191	0	1	33.17	3.165	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3.165	0	1	0	1	3	1	0	0	0	1	380	0.0	0	1
192	0	1	48.17	7.625	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	15.5	0	1	0	1	12	0	1	0	0	1	0	790.0	0	1
193	0	1	27.58	2.04	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2.0	0	1	0	1	3	1	0	0	0	1	370	560.0	0	1
194	0	1	22.58	10.04	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.04	0	1	0	1	9	0	1	0	0	1	60	396.0	0	1
195	1	0	24.08	0.5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1.25	0	1	0	1	1	0	1	0	0	1	0	678.0	0	1
196	1	0	41.33	1.0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2.25	0	1	1	0	0	1	0	0	0	1	0	300.0	0	1
197	1	0	20.75	10.25	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0.71	0	1	0	1	2	1	0	0	0	1	49	0.0	0	1
198	0	1	36.33	2.125	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0.085	0	1	0	1	1	0	1	0	0	1	50	1187.0	0	1
199	1	0	35.42	12.0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	14.0	0	1	0	1	8	0	1	0	0	1	0	6590.0	0	1
200	0	1	28.67	9.335	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	5.665	0	1	0	1	6	0	1	0	0	1	381	168.0	0	1
201	0	1	35.17	2.5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4.5	0	1	0	1	7	0	1	0	0	1	150	1270.0	0	1
202	0	1	39.5	4.25	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6.5	0	1	0	1	16	0	1	0	0	1	117	1210.0	0	1
203	0	1	39.33	5.875	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	10.0	0	1	0	1	14	1	0	0	0	1	399	0.0	0	1
204	0	1	24.33	6.625	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5.5	0	1	1	0	0	1	0	0	1	0	100	0.0	0	1
205	0	1	60.08	14.5	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	18.0	0	1	0	1	15	1	0	0	0	1	0	1000.0	0	1
206	0	1	23.08	11.5	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3.5	0	1	0	1	9	0	1	0	0	1	56	742.0	0	1
207	0	1	26.67	2.71	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	5.25	0	1	0	1	1	0	1	0	0	1	211	0.0	0	1
208	0	1	48.17	3.5	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3.5	0	1	1	0	0	0	1	0	1	0	230	0.0	0	1
209	0	1	41.17	4.04	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	7.0	0	1	0	1	8	0	1	0	0	1	320	0.0	0	1
210	0	1	55.92	11.5	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5.0	0	1	0	1	5	0	1	0	0	1	0	8851.0	0	1
211	0	1	53.92	9.625	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8.665	0	1	0	1	5	0	1	0	0	1	0	0.0	0	1
212	1	0	18.92	9.25	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.0	0	1	0	1	4	1	0	0	0	1	80	500.0	0	1
213	1	0	50.08	12.54	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2.29	0	1	0	1	3	1	0	0	0	1	156	0.0	0	1
214	0	1	65.42	11.0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	20.0	0	1	0	1	7	1	0	0	0	1	22	0.0	0	1
215	1	0	17.58	9.0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.375	0	1	1	0	0	1	0	0	0	1	0	0.0	0	1
